X,Y,OBJECTID,METERTYPE,METERID,ROUTEID,SIDE,MEAS,LON,LAT,DDOTLON,DDOTLAT,DDOTMDSPX,DDOTMDSPY,STREET,BLOCK,METERMODEL,METERSTATUS,METERSTATE,METERSPACES,ISADA,PMZONE,TRANSMISSIONDATE,ERRORCODES
-77.038866431900004,38.906028905299998,2000752,Single,20171202,11001702,West,1922.69067383,0,0,-77.03886414,38.90602112,-77.03849792,38.90602112,17TH ST NW,1200,IPS Cash and Card,Unknown,Removed,1,N,22228,202002123354,NoPolicy_XYDataInvalid_
-77.038431556199995,38.905887761599999,2000753,Single,20171201,11001702,East,1907.11853027,-77.03842926,38.90587997,,,-77.03849792,38.90587997,17TH ST NW,1200,IPS Cash and Card,Active,Installed,1,N,22227,202002123354,
-77.038431555599999,38.906143346500002,2000754,Single,20171207,11001702,East,1935.49047852,-77.03842926,38.90613556,,,-77.03849792,38.90613556,17TH ST NW,1200,IPS Cash and Card,Active,Installed,1,N,22227,202002123354,
-77.038431556399999,38.9060632375,2000755,Single,20171205,11001702,East,1926.59777832,-77.03842926,38.90605545,,,-77.03849792,38.90605545,17TH ST NW,1200,IPS Cash and Card,Active,Installed,1,N,22227,202002123354,
-77.038866431900004,38.906028905299998,2000756,Single,20171204,11001702,West,1922.69067383,0,0,-77.03886414,38.90602112,-77.03849792,38.90602112,17TH ST NW,1200,IPS Cash and Card,Active,Removed,1,N,22228,202002123354,NoPolicy_XYDataInvalid_
-77.038431556,38.906231083900003,2000757,Single,20171209,11001702,East,1945.2434082,-77.03842926,38.9062233,,,-77.03849792,38.9062233,17TH ST NW,1200,IPS Cash and Card,Active,Installed,1,N,22227,202002123354,
-77.019358063300004,38.894745028899997,2000758,Single,61040508,11026912,South,655.43188477,-77.01935577,38.89473724,,,-77.01935577,38.89479065,D ST NW,500,Duncan Single-Space,Active,Removed,1,N,22504,202002123354,NoPolicy_
-77.020021821100002,38.896434939700001,2000759,Multi,20060592,11000602,West,483.09414673,-77.02001953,38.89642715,,,-77.01990509,38.89642715,6TH ST NW,500,Stelio,Active,Installed,4,N,2290,202002123354,
-76.995043174599999,38.885311282099998,2000760,Single,60730319,13000802,West,499.79418945,-76.99504089,38.8853035,,,-76.9949646,38.8853035,8TH ST SE,300,IPS Cash and Card,Active,Removed,1,N,21165,202002123354,NoPolicy_
-77.026155855499994,38.88633362,2000761,Single,64630335,14054972,West,137.6091156,-77.02615356,38.88632584,,,-77.02597809,38.88632584,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Installed,1,N,21401,202002123354,
-77.025812533,38.885521089,2000762,Single,64630334,14054972,East,227.99102783,-77.02581024,38.88551331,,,-77.02597809,38.88551331,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Removed,1,N,21402,202002123354,NoPolicy_
-77.026155854600006,38.886219178600001,2000763,Single,64630337,14054972,West,150.31268311,-77.02615356,38.8862114,,,-77.02597809,38.8862114,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Installed,1,N,21401,202002123354,
-77.025812532,38.885406648100002,2000764,Single,64630336,14054972,East,240.69462585,-77.02581024,38.88539886,,,-77.02597046,38.88539886,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Removed,1,N,21402,202002123354,NoPolicy_
-77.026155855100001,38.8864404312,2000765,Single,64630331,14054972,West,125.75244141,-77.02615356,38.88643265,,,-77.02597809,38.88643265,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Installed,1,N,21401,202002123354,
-77.025812531900002,38.885639344799998,2000766,Single,64630330,14054972,East,214.86399841,-77.02581024,38.88563156,,,-77.02597809,38.88563156,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Removed,1,N,21402,202002123354,NoPolicy_
-77.026155855499994,38.88633362,2000767,Single,64630333,14054972,West,137.6091156,-77.02615356,38.88632584,,,-77.02597809,38.88632584,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Installed,1,N,21401,202002123354,
-77.025812533,38.885521089,2000768,Single,64630332,14054972,East,227.99102783,-77.02581024,38.88551331,,,-77.02597809,38.88551331,L'ENFANT PLZ SW,300,IPS Cash and Card,Active,Removed,1,N,21402,202002123354,NoPolicy_
-76.993967429099996,38.876815948900003,2000769,Single,65000811,13071892,Southeast,415.46499634,-76.99396515,38.87680817,,,-76.99401093,38.87687683,POTOMAC ST SE,800,IPS Cash and Card,Unknown,Installed,1,N,21251,202002123354,
-77.006853481799993,38.904728094900001,2000770,Multi,64960094,12070262,North,192.33729553,-77.0068512,38.90472031,,,-77.0068512,38.90468979,PIERCE ST NE,0,Strada,Active,Installed,12,N,21565,202002123354,
-77.014902495100003,38.896240391200003,2000771,Single,61050205,11031332,North,506.80343628,-77.01490021,38.8962326,,,-77.01490021,38.89612579,E ST NW,200,IPS Cash and Card,Active,Installed,1,N,22525,202002123354,
-76.990511312699994,38.8821870445,2000772,Single,62501107,13069812,Southwest,1280.76074219,-76.99050903,38.88217926,,,-76.99040985,38.8823204,PENNSYLVANIA AVE SE,1100,IPS Cash and Card,Active,Removed,1,N,21240,202002123354,NoPolicy_
-76.991426840100004,38.882545626,2000773,Single,62501101,13001102,East,806.70996094,-76.99142456,38.88253784,,,-76.99153137,38.88253784,PENNSYLVANIA AVE SE,1100,IPS Cash and Card,Active,Removed,1,N,21240,202002123354,NoPolicy_
-77.008547208300001,38.904667058599998,2000774,Multi,64960091,12070262,South,45.3875885,-77.00854492,38.90465927,,,-77.00854492,38.90468979,PIERCE ST NE,0,Strada,Inactive,Installed,14,N,21564,202002123354,
-77.008402249400007,38.904743353,2000775,Multi,64960092,12070262,North,58.04944992,-77.00839996,38.90473557,,,-77.00839996,38.90468979,PIERCE ST NE,0,Strada,Inactive,Installed,7,N,21565,202002123354,
-77.006594082500001,38.904659430199999,2000776,Multi,64960093,12070262,South,214.83177185,-77.0065918,38.90465164,,,-77.0065918,38.90468979,PIERCE ST NE,0,Strada,Active,Installed,8,N,21564,202002123354,
-77.013742824700003,38.864933164100002,2000777,Single,60582047,14000202,West,1224.41479492,-77.01374054,38.86492538,,,-77.01367188,38.86492538,2ND ST SW,2000,IPS Cash and Card,Unknown,Removed,1,N,21275,202002123354,NoPolicy_
-77.013742825600005,38.864990384400002,2000778,Single,60582045,14000202,West,1218.06286621,-77.01374054,38.8649826,,,-77.01367188,38.8649826,2ND ST SW,2000,IPS Cash and Card,Unknown,Removed,1,N,21275,202002123354,NoPolicy_
-76.993967429099996,38.876815948900003,2000779,Single,65000813,13071892,Southeast,415.46499634,-76.99396515,38.87680817,,,-76.99401093,38.87687683,POTOMAC ST SE,800,IPS Cash and Card,Unknown,Installed,1,N,21251,202002123354,
-76.990351095199998,38.882126008500002,2000780,Single,62501109,13001202,West,789.57049561,-76.99034882,38.88211823,,,-76.990242,38.88211823,PENNSYLVANIA AVE SE,1100,IPS Cash and Card,Active,Removed,1,N,21240,202002123354,NoPolicy_
-77.019136812400006,38.921226662800002,2000781,Single,14180424,11024372,South,186.15769958,-77.01913452,38.92121887,,,-77.01914215,38.92126846,COLLEGE ST NW,400,IPS Cash and Card,Active,Installed,1,N,22428,202002123354,
-77.013742824600001,38.865101011100002,2000782,Single,60582041,14000202,West,1205.78259277,-77.01374054,38.86509323,,,-77.01367188,38.86509323,2ND ST SW,2000,IPS Cash and Card,Unknown,Removed,1,N,21275,202002123354,NoPolicy_
-77.029573824799996,38.885482941799999,2000783,Multi,60840392,14001302,East,55.03821564,-77.02957153,38.88547516,,,-77.02961731,38.88547516,13TH ST SW,300,Strada,Active,Installed,9,N,21324,202002123354,
-77.080042288900003,38.946327373499997,2000784,Single,35364011,11095222,North,1259.33911133,-77.08003998,38.94631958,,,-77.08003998,38.94628143,Yuma St. NW,4000,IPS Cash and Card,Active,Installed,1,N,21076,202002123354,
-77.029673007900001,38.885490570899996,2000785,Multi,60840391,14001302,West,54.24637604,-77.02967072,38.88548279,,,-77.02961731,38.88548279,13TH ST SW,300,Strada,Unknown,Installed,7,N,21325,202002123354,
-77.049623881800002,38.898384249899998,2000691,Single,21072217,11038612,North,2757.24023438,-77.04962158,38.89837646,,,-77.04962158,38.89832306,G ST NW,2200,IPS Cash and Card,Active,Installed,1,N,2129,202002123354,
-77.049799357300003,38.898281253,2000692,Single,21072216,11038612,South,2772.53076172,-77.04979706,38.89827347,,,-77.04979706,38.89832687,G ST NW,2200,IPS Cash and Card,Active,Installed,1,N,2130,202002123354,
-77.049562844899995,38.898277438900003,2000693,Single,21072214,11038612,South,2751.80761719,-77.04956055,38.89826965,,,-77.04956055,38.89832306,G ST NW,2200,IPS Cash and Card,Inactive,Installed,1,N,2130,202002123354,
-77.058870710899996,38.905094303299997,2000694,Multi,21122992,11057852,South,4207.72167969,-77.05886841,38.90508652,,,-77.05886841,38.90522003,M ST NW,2900,Stelio,Inactive,Installed,10,N,22932,202002123354,
-77.049433145799995,38.898277438599997,2000695,Single,21072212,11038612,South,2740.78710938,-77.04943085,38.89826965,,,-77.04943085,38.89832306,G ST NW,2200,IPS Cash and Card,Inactive,Installed,1,N,2130,202002123354,
-77.0493110755,38.89838425,2000696,Single,21072211,11038612,North,2729.93676758,-77.04930878,38.89837646,,,-77.04930878,38.89832687,G ST NW,2200,IPS Cash and Card,Active,Installed,1,N,2129,202002123354,
-77.049433145799995,38.898277438599997,2000697,Single,21072210,11038612,South,2740.78710938,-77.04943085,38.89826965,,,-77.04943085,38.89832306,G ST NW,2200,IPS Cash and Card,Inactive,Installed,1,N,2130,202002123354,
-77.015070343199994,38.9015733393,2000698,Single,60030901,11000302,East,1309.43359375,-77.01506805,38.90156555,,,-77.01517487,38.90156555,3RD ST NW,900,Duncan Single-Space,Unknown,Removed,1,N,2245,202002123354,NoPolicy_
-77.049478922299997,38.898594058800001,2000699,Single,21072219,11038612,North,2744.91845703,0,0,-77.04947662,38.89858627,-77.04947662,38.89832306,G ST NW,2200,IPS Cash and Card,Active,Removed,1,N,2129,202002123354,NoPolicy_XYDataInvalid_
-77.049799357300003,38.898281253,2000700,Single,21072218,11038612,South,2772.53076172,-77.04979706,38.89827347,,,-77.04979706,38.89832687,G ST NW,2200,IPS Cash and Card,Active,Installed,1,N,2130,202002123354,
-77.023363496,38.886398469900001,2000701,Single,61270819,14019822,North,935.52636719,-77.02336121,38.88639069,,,-77.02336121,38.88632965,C ST SW,800,IPS Cash and Card,Active,Installed,1,N,23993,202002123354,
-77.0153450002,38.8891297933,2000702,Single,20610013,14000302,West,74.98680115,-77.01534271,38.88912201,,,-77.0151825,38.88912582,3RD ST SW,0,Duncan Single-Space,Active,Removed,1,N,21276,202002123354,NoPolicy_
-77.022982025800005,38.886398469500001,2000703,Single,61270811,14019822,North,902.44671631,-77.02297974,38.88639069,,,-77.02297974,38.88632584,C ST SW,800,IPS Cash and Card,Active,Installed,1,N,23993,202002123354,
-76.994043723299995,38.876926575900001,2000704,Single,65000810,13071892,Northwest,415.11465454,-76.99404144,38.87691879,,,-76.99401093,38.87687302,POTOMAC ST SE,800,IPS Cash and Card,Unknown,Installed,1,N,21251,202002123354,
-77.023081208400001,38.886398469699998,2000705,Single,61270813,14019822,North,911.05102539,-77.02307892,38.88639069,,,-77.02307892,38.88632584,C ST SW,800,IPS Cash and Card,Active,Installed,1,N,23993,202002123354,
-77.023172760899996,38.886398469600003,2000706,Single,61270815,14019822,North,918.97930908,-77.02317047,38.88639069,,,-77.02317047,38.88632584,C ST SW,800,IPS Cash and Card,Active,Installed,1,N,23993,202002123354,
-77.023271942799994,38.886398470099998,2000707,Single,61270817,14019822,North,927.58380127,-77.02326965,38.88639069,,,-77.02326965,38.88632965,C ST SW,800,IPS Cash and Card,Active,Installed,1,N,23993,202002123354,
-77.095301083699994,38.944229289399999,2000708,Single,34344206,11036852,North,1078.4519043,-77.09529877,38.9442215,,,-77.09529877,38.94418716,FORDHAM RD NW,4200,IPS Cash and Card,Active,Installed,1,N,22633,202002123354,
-77.1023582742,38.9256784122,2000709,Single,34705104,11057912,Southwest,2981.89257813,-77.10235596,38.92567062,,,-77.10224152,38.92574692,MACARTHUR BLVD NW,5100,IPS Cash and Card,Active,Installed,1,N,22967,202002123354,
-77.101908139499997,38.9256288212,2000710,Single,34705105,11057912,Northeast,2952.17895508,-77.10190582,38.92562103,,,-77.10202026,38.92554474,MACARTHUR BLVD NW,5100,IPS Cash and Card,Active,Installed,1,N,22966,202002123354,
-77.102266721700005,38.925594488599998,2000711,Single,34705102,11057912,Southwest,2969.65307617,-77.1022644,38.9255867,,,-77.10214996,38.92566299,MACARTHUR BLVD NW,5100,IPS Cash and Card,Active,Installed,1,N,22967,202002123354,
-77.101946286100002,38.925666968599998,2000712,Single,34705103,11057912,Northeast,2957.5456543,-77.10194397,38.92565918,,,-77.10205841,38.92558289,MACARTHUR BLVD NW,5100,IPS Cash and Card,Active,Installed,1,N,22966,202002123354,
-77.101992062799994,38.925705114899998,2000713,Single,34705101,11057912,Northeast,2963.34521484,-77.10198975,38.92569733,,,-77.10210419,38.92562103,MACARTHUR BLVD NW,5100,IPS Cash and Card,Active,Installed,1,N,22966,202002123354,
-77.045717630799999,38.915950934599998,2000714,Single,21192022,11084562,South,3102.90991211,-77.04571533,38.91594315,,,-77.0457077,38.91601181,T ST NW,2000,IPS Cash and Card,Active,Installed,1,N,21742,202002123354,
-77.095194271400004,38.944233103599998,2000715,Single,34344204,11036852,North,1088.61303711,-77.09519196,38.94422531,,,-77.09518433,38.94419479,FORDHAM RD NW,4200,IPS Cash and Card,Active,Installed,1,N,22633,202002123354,
-77.102472714599998,38.925777594300001,2000716,Single,34705108,11057912,Southwest,2996.71264648,-77.1024704,38.92576981,,,-77.10235596,38.92584991,MACARTHUR BLVD NW,5100,IPS Cash and Card,Active,Installed,1,N,22967,202002123354,
-77.101839474900004,38.9255716005,2000717,Single,34705109,11057912,Northeast,2943.45507813,-77.10183716,38.92556381,,,-77.1019516,38.92548752,MACARTHUR BLVD NW,5100,IPS Cash and Card,Active,Installed,1,N,22966,202002123354,
-77.016115569899995,38.896434940399999,2000718,Single,60040503,11000402,East,453.5362854,-77.01611328,38.89642715,,,-77.01618195,38.89642715,4TH ST NW,500,Duncan Single-Space,Active,Removed,1,N,2249,202002123354,NoPolicy_
-77.016176604699993,38.896274722699999,2000719,Single,60040501,11000402,East,435.73425293,-77.01617432,38.89626694,,,-77.01618195,38.89626694,4TH ST NW,500,Duncan Single-Space,Active,Removed,1,N,2249,202002123354,NoPolicy_
-77.016115569500002,38.896541752,2000720,Single,60040507,11000402,East,465.39315796,-77.01611328,38.89653397,,,-77.01618195,38.89653397,4TH ST NW,500,Duncan Single-Space,Active,Removed,1,N,2249,202002123354,NoPolicy_
-77.016115569899995,38.896434940399999,2000721,Single,60040505,11000402,East,453.5362854,-77.01611328,38.89642715,,,-77.01618195,38.89642715,4TH ST NW,500,Duncan Single-Space,Active,Removed,1,N,2249,202002123354,NoPolicy_
-77.050493632599995,38.905346073899999,2000722,Single,21122307,11057852,North,3480.41040039,-77.05049133,38.90533829,,,-77.05049133,38.90526199,M ST NW,2300,IPS Cash and Card,Inactive,Installed,1,N,22925,202002123354,
-77.016115569500002,38.896541752,2000723,Single,60040509,11000402,East,465.39315796,-77.01611328,38.89653397,,,-77.01618195,38.89653397,4TH ST NW,500,Duncan Single-Space,Active,Removed,1,N,2249,202002123354,NoPolicy_
-77.065195483099998,38.946613476300001,2000724,Single,35363402,11095222,Southeast,20.75697327,-77.06519318,38.94660568,,,-77.06522369,38.94665527,YUMA ST NW,3400,IPS Cash and Card,Active,Installed,1,N,21880,202002123354,
-77.065378588399994,38.946663067099998,2000725,Single,35363403,11095222,Northwest,32.92197037,-77.06537628,38.94665527,,,-77.06534576,38.9466095,YUMA ST NW,3400,IPS Cash and Card,Active,Installed,1,N,21879,202002123354,
-77.077944205099996,38.950794385199998,2000726,Single,34153923,11022552,North,1562.84130859,-77.07794189,38.95078659,,,-77.07794189,38.95072937,CHESAPEAKE ST NW,3900,IPS Cash and Card,Active,Installed,1,N,22417,202002123354,
-77.065325182799995,38.946567700400003,2000727,Single,35363406,11095222,Southeast,33.13601685,-77.06532288,38.94655991,,,-77.06535339,38.9466095,YUMA ST NW,3400,IPS Cash and Card,Active,Installed,1,N,21880,202002123354,
-77.017931370599996,38.9741021922,2000728,Single,40046903,11000402,East,7217.71875,-77.01792908,38.97409439,,,-77.01802826,38.97409439,4TH ST NW,6900,IPS Cash and Card,Active,Installed,1,N,2267,202002123354,
-77.018137364400005,38.974147969,2000729,Single,40046902,11000402,West,7222.80419922,-77.01813507,38.97414017,,,-77.01802826,38.97414017,4TH ST NW,6900,IPS Cash and Card,Active,Installed,1,N,2268,202002123354,
-77.017931370599996,38.9741021922,2000730,Single,40046901,11000402,East,7217.71875,-77.01792908,38.97409439,,,-77.01802826,38.97409439,4TH ST NW,6900,IPS Cash and Card,Active,Installed,1,N,2267,202002123354,
-77.023271944200005,38.896221316499997,2000731,Multi,21050891,11031332,North,1232.73596191,-77.02326965,38.89621353,,,-77.02326965,38.89613342,E ST NW,800,Stelio,Active,Installed,4,N,22536,202002123354,
-77.018137363700006,38.9742471514,2000732,Single,40046906,11000402,West,7233.81396484,-77.01813507,38.97423935,,,-77.01802826,38.97423935,4TH ST NW,6900,IPS Cash and Card,Active,Installed,1,N,2268,202002123354,
-77.018137364400005,38.974147969,2000733,Single,40046904,11000402,West,7222.80419922,-77.01813507,38.97414017,,,-77.01802826,38.97414017,4TH ST NW,6900,IPS Cash and Card,Active,Installed,1,N,2268,202002123354,
-77.018137363700006,38.9742471514,2000734,Single,40046908,11000402,West,7233.81396484,-77.01813507,38.97423935,,,-77.01802826,38.97423935,4TH ST NW,6900,IPS Cash and Card,Active,Installed,1,N,2268,202002123354,
-76.998400109399995,38.885265505500001,2000735,Single,60670304,13000602,East,505.18371582,-76.99839783,38.88525772,,,-76.99845123,38.88525772,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21157,202002123354,
-76.998529809,38.885112917599997,2000736,Single,60670305,13000602,West,522.109375,-76.99852753,38.88510513,,,-76.99845123,38.88510513,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21156,202002123354,
-76.9984001097,38.885189211300002,2000737,Single,60670306,13000602,East,513.6529541,-76.99839783,38.88518143,,,-76.99845123,38.88518143,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21157,202002123354,
-76.998529808200004,38.885185396300002,2000738,Single,60670307,13000602,West,514.06365967,-76.99852753,38.88517761,,,-76.99845123,38.88517761,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21156,202002123354,
-76.998529809,38.885006106299997,2000739,Single,60670301,13000602,West,533.96630859,-76.99852753,38.88499832,,,-76.99845123,38.88499832,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21156,202002123354,
-76.998400109100004,38.885311281699998,2000740,Single,60670302,13000602,East,500.10217285,-76.99839783,38.8853035,,,-76.99845123,38.8853035,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21157,202002123354,
-76.998529808699999,38.8850556975,2000741,Single,60670303,13000602,West,528.46130371,-76.99852753,38.88504791,,,-76.99845123,38.88504791,6TH ST SE,300,IPS Cash and Card,Unknown,Installed,1,N,21156,202002123354,
-77.0780510142,38.912632145899998,2000742,Single,35054004,11075332,South,1199.16149902,-77.07804871,38.91262436,,,-77.07804871,38.91268158,RESERVOIR RD NW,4000,IPS Cash and Card,Unknown,Removed,1,N,2190,202002123354,NoPolicy_
-77.078195972399996,38.9126321464,2000743,Single,35054006,11075332,South,1211.72961426,-77.07819366,38.91262436,,,-77.07819366,38.91268158,RESERVOIR RD NW,4000,IPS Cash and Card,Active,Removed,1,N,2190,202002123354,NoPolicy_
-76.998384850600004,38.885078584799999,2000744,Single,60670308,13000602,East,525.93475342,-76.99838257,38.8850708,,,-76.99845123,38.8850708,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21157,202002123354,
-76.998529808499995,38.8853456143,2000745,Single,60670309,13000602,West,496.27828979,-76.99852753,38.88533783,,,-76.99845123,38.88533783,6TH ST SE,300,IPS Cash and Card,Active,Installed,1,N,21156,202002123354,
-77.0780510142,38.912632145899998,2000746,Single,35054002,11075332,South,1199.16149902,-77.07804871,38.91262436,,,-77.07804871,38.91268158,RESERVOIR RD NW,4000,IPS Cash and Card,Unknown,Removed,1,N,2190,202002123354,NoPolicy_
-77.028002169700002,38.8854638683,2000747,Single,60820310,14001202,East,355.67520142,-77.02799988,38.88545609,,,-77.02812958,38.88545227,12TH ST SW,300,Duncan Single-Space,Unknown,Removed,1,N,21322,202002123354,NoPolicy_
-77.028231051099993,38.885246430199999,2000748,Single,60820311,14001202,West,379.56744385,-77.02822876,38.88523865,,,-77.02812195,38.88523865,12TH ST SW,300,Duncan Single-Space,Unknown,Removed,1,N,21321,202002123354,NoPolicy_
-77.017458342799998,38.882263337799998,2000749,Single,60640522,15048461,South,1845.32958984,-77.01745605,38.88225555,,,-77.01744843,38.88228607,4TH ST SW,500,IPS Cash and Card,Active,Installed,1,N,21295,202002123354,
-77.018312841400004,38.973686390200001,2000750,Single,44080403,11019632,North,108.91695404,-77.01831055,38.97367859,,,-77.01831055,38.97360992,BUTTERNUT ST NW,400,IPS Cash and Card,Active,Installed,1,N,22385,202002123354,
-77.038431555599999,38.905986943499997,2000751,Single,20171203,11001702,East,1918.12854004,-77.03842926,38.90597916,,,-77.03849792,38.90597916,17TH ST NW,1200,IPS Cash and Card,Active,Installed,1,N,22227,202002123354,
-77.003031153099997,38.878612671500001,2000081,Single,60860901,13000232,West,75.49060822,-77.00302887,38.87860489,,,-77.00295258,38.87860489,2ND PL SE,900,IPS Cash and Card,Active,Removed,1,N,21965,202002123354,NoPolicy_
-77.052332316700003,38.905349888799996,2000082,Single,21122419,11057852,North,3639.87792969,-77.05233002,38.9053421,,,-77.05233002,38.90525818,M ST NW,2400,IPS Cash and Card,Active,Installed,1,N,22927,202002123354,
-77.04307022899999,38.897323763899998,2000083,Single,21061810,11034382,South,2223.82495117,-77.04306793,38.89731598,,,-77.04306793,38.89735413,F ST NW,1800,IPS Cash and Card,Unknown,Installed,1,N,22618,202002123354,
-77.042330177899998,38.897419131299998,2000084,Single,21061813,11034382,North,2159.67553711,-77.04232788,38.89741135,,,-77.04232788,38.89735031,F ST NW,1800,IPS Cash and Card,Active,Installed,1,N,22617,202002123354,
-77.04329911,38.897327579399999,2000085,Single,21061812,11034382,South,2243.77856445,-77.04329681,38.89731979,,,-77.04329681,38.89735794,F ST NW,1800,IPS Cash and Card,Active,Installed,1,N,22618,202002123354,
-77.04247513599999,38.897415317099998,2000086,Single,21061815,11034382,North,2172.25073242,-77.04247284,38.89740753,,,-77.04247284,38.89735031,F ST NW,1800,IPS Cash and Card,Active,Installed,1,N,22617,202002123354,
-77.043230446300001,38.897327578400002,2000087,Single,21061814,11034382,South,2237.7277832,-77.04322815,38.89731979,,,-77.04322815,38.89735794,F ST NW,1800,IPS Cash and Card,Unknown,Installed,1,N,22618,202002123354,
-77.04247513599999,38.897415317099998,2000088,Single,21061817,11034382,North,2172.25073242,-77.04247284,38.89740753,,,-77.04247284,38.89735031,F ST NW,1800,IPS Cash and Card,Active,Installed,1,N,22617,202002123354,
-77.043184669599995,38.897327578400002,2000089,Single,21061816,11034382,South,2233.75708008,-77.04318237,38.89731979,,,-77.04318237,38.89735413,F ST NW,1800,IPS Cash and Card,Active,Installed,1,N,22618,202002123354,
-77.0426582411,38.8974153168,2000090,Single,21061819,11034382,North,2188.13452148,-77.04265594,38.89740753,,,-77.04265594,38.89735031,F ST NW,1800,IPS Cash and Card,Active,Installed,1,N,22617,202002123354,
-77.025591283,38.9386255,2000091,Multi,45030992,11074682,South,811.71722412,-77.02558899,38.93861771,,,-77.02558899,38.93867874,RANDOLPH ST NW,900,Stelio,Inactive,Installed,8,N,21698,202002123354,
-77.060190595700007,38.904579319600003,2000092,Single,25201038,11085862,West,219.62005615,-77.06018829,38.90457153,,,-77.06015015,38.90457153,THOMAS JEFFERSON ST NW,1000,IPS Cash and Card,Active,Installed,1,N,21744,202002123354,
-77.060076155199994,38.904007114800002,2000093,Single,25201033,11085862,East,155.82752991,-77.06007385,38.90399933,,,-77.06013489,38.90399933,THOMAS JEFFERSON ST NW,1000,IPS Cash and Card,Unknown,Removed,0,N,21743,202002123354,NoPolicy_
-77.060190596200002,38.904079593399999,2000094,Single,25201032,11085862,West,164.16081238,-77.06018829,38.90407181,,,-77.06014252,38.90407181,THOMAS JEFFERSON ST NW,1000,IPS Cash and Card,Inactive,Installed,1,N,21744,202002123354,
-77.060076154599997,38.903900302700002,2000095,Single,25201031,11085862,East,143.97673035,-77.06007385,38.90389252,,,-77.06013489,38.90389252,THOMAS JEFFERSON ST NW,1000,IPS Cash and Card,Unknown,Removed,0,N,21743,202002123354,NoPolicy_
-77.0601905961,38.903988041,2000096,Single,25201030,11085862,West,154.03042603,-77.06018829,38.90398026,,,-77.06013489,38.90398026,THOMAS JEFFERSON ST NW,1000,IPS Cash and Card,Inactive,Installed,1,N,21744,202002123354,
-77.060190595700007,38.904579319600003,2000097,Single,25201036,11085862,West,219.62005615,-77.06018829,38.90457153,,,-77.06015015,38.90457153,THOMAS JEFFERSON ST NW,1000,IPS Cash and Card,Active,Installed,1,N,21744,202002123354,
-77.060190595400002,38.904087223,2000098,Single,25201034,11085862,West,164.90873718,-77.06018829,38.90407944,,,-77.06014252,38.90407944,THOMAS JEFFERSON ST NW,1000,IPS Cash and Card,Active,Installed,1,N,21744,202002123354,
-76.992617027700007,38.900020758,2000099,Single,60760701,12001002,East,1133.39807129,-76.99261475,38.90001297,,,-76.99264526,38.90001297,10TH ST NE,700,IPS Cash and Card,Active,Installed,1,N,21480,202002123354,
-77.015070342100003,38.901909031800002,2000100,Single,60030913,11000302,East,1346.74572754,-77.01506805,38.90190125,,,-77.01517487,38.90190125,3RD ST NW,900,Duncan Single-Space,Unknown,Removed,1,N,2245,202002123354,NoPolicy_
-77.036455542499993,38.900673069299998,2000101,Single,20160809,11001602,East,108.53678131,-77.03645325,38.90066528,,,-77.03655243,38.90066528,16TH ST NW,800,IPS Cash and Card,Active,Installed,1,N,22204,202002123354,
-77.015070342599998,38.9018022208,2000102,Single,60030911,11000302,East,1334.88879395,-77.01506805,38.90179443,,,-77.01517487,38.90179443,3RD ST NW,900,Duncan Single-Space,Unknown,Removed,1,N,2245,202002123354,NoPolicy_
-77.044931803400004,38.9143106147,2000103,Single,20201804,11002002,West,2278.06591797,-77.0449295,38.91430283,,,-77.0448761,38.91430283,20TH ST NW,1800,IPS Cash and Card,Unknown,Installed,1,N,22297,202002123354,
-77.052019513199994,38.924228829100002,2000104,Single,32072604,11025152,West,2822.82446289,-77.05201721,38.92422104,,,-77.05193329,38.92425156,CONNECTICUT AVE NW,2600,IPS Cash and Card,Active,Installed,1,N,22474,202002123354,
-77.052011883700004,38.924514931700003,2000105,Single,32072605,11025152,East,2851.41821289,-77.05200958,38.92450714,,,-77.05207062,38.92448425,CONNECTICUT AVE NW,2600,IPS Cash and Card,Active,Installed,1,N,22475,202002123354,
-77.052019513199994,38.924228829100002,2000106,Single,32072606,11025152,West,2822.82446289,-77.05201721,38.92422104,,,-77.05193329,38.92425156,CONNECTICUT AVE NW,2600,IPS Cash and Card,Active,Installed,1,N,22474,202002123354,
-77.052065289599994,38.924610298799998,2000107,Single,32072607,11025152,East,2863.00244141,-77.05206299,38.92460251,,,-77.05212402,38.92457962,CONNECTICUT AVE NW,2600,IPS Cash and Card,Active,Installed,1,N,22475,202002123354,
